Company Name,Industry,Symbol,Series,ISIN Code,Exchange
Prakash Industries Limited,,PRAKASH,EQ,INE603A01013,NSE
Prakash Steelage Limited,,PRAKASHSTL,EQ,INE696K01024,NSE
Praveg Limited,,PRAVEG,EQ,INE722B01019,NSE
Praxis Home Retail Limited,,PRAXIS,EQ,INE546Y01022,NSE
Precision Camshafts Limited,,PRECAM,EQ,INE484I01029,NSE
Precot Limited,,PRECOT,EQ,INE283A01014,NSE
Precision Wires India Limited,,PRECWIRE,EQ,INE372C01037,NSE
Premco Global Limited,,PREMCO,EQ,INE001E01012,NSE
Premier Explosives Limited,,PREMEXPLN,EQ,INE863B01029,NSE
Premier Energies Limited,Capital Goods,PREMIERENE,EQ,INE0BS701011,NSE
Premier Polyfilm Limited,,PREMIERPOL,EQ,INE309M01020,NSE
Prestige Estates Projects Limited,Realty,PRESTIGE,EQ,INE811K01011,NSE
Pricol Limited,,PRICOLLTD,EQ,INE726V01018,NSE
Prime Securities Limited,,PRIMESECU,EQ,INE032B01021,NSE
Primo Chemicals Limited,,PRIMO,EQ,INE607A01022,NSE
Prince Pipes And Fittings Limited,,PRINCEPIPE,EQ,INE689W01016,NSE
Privi Speciality Chemicals Limited,,PRIVISCL,EQ,INE959A01019,NSE
Prostarm Info Systems Limited,,PROSTARM,EQ,INE0BX301013,NSE
Protean eGov Technologies Limited,,PROTEAN,EQ,INE004A01022,NSE
Prozone Realty Limited,,PROZONER,EQ,INE195N01013,NSE
Prism Johnson Limited,,PRSMJOHNSN,EQ,INE010A01011,NSE
Prudent Corporate Advisory Services Limited,,PRUDENT,EQ,INE00F201020,NSE
Punjab & Sind Bank,,PSB,EQ,INE608A01012,NSE
PSP Projects Limited,,PSPPROJECT,EQ,INE488V01015,NSE
PTC India Limited,,PTC,EQ,INE877F01012,NSE
PTC Industries Limited,Capital Goods,PTCIL,EQ,INE596F01018,NSE
PTL Enterprises Limited,,PTL,EQ,INE034D01049,NSE
Punjab Chemicals & Crop Protection Limited,,PUNJABCHEM,EQ,INE277B01014,NSE
Puravankara Limited,,PURVA,EQ,INE323I01011,NSE
PVP Ventures Limited,,PVP,EQ,INE362A01016,NSE
PVR INOX Limited,Media Entertainment & Publication,PVRINOX,EQ,INE191H01014,NSE
Popular Vehicles and Services Limited,,PVSL,EQ,INE772T01024,NSE
Physicswallah Limited,Consumer Services,PWL,EQ,INE0LP301011,NSE
Pyramid Technoplast Limited,,PYRAMID,EQ,INE0MIS01010,NSE
QMS Medical Allied Services Limited,,QMSMEDI,EQ,INE0FMW01018,NSE
Quality Power Electrical Equipments Limited,,QPOWER,EQ,INE0SII01026,NSE
Quadrant Future Tek Limited,,QUADFUTURE,EQ,INE0LRY01011,NSE
Quess Corp Limited,,QUESS,EQ,INE615P01015,NSE
Quint Digital Limited,,QUINT,EQ,INE641R01017,NSE
Race Eco Chain Limited,,RACE,EQ,INE084Q01012,NSE
RACL Geartech Limited,,RACLGEAR,EQ,INE704B01017,NSE
Radaan Mediaworks India Limited,,RADAAN,EQ,INE874F01027,NSE
Radhika Jeweltech Limited,,RADHIKAJWE,EQ,INE583V01021,NSE
Radiant Cash Management Services Limited,,RADIANTCMS,EQ,INE855R01021,NSE
Radico Khaitan Limited,Fast Moving Consumer Goods,RADICO,EQ,INE944F01028,NSE
Music Broadcast Limited,,RADIOCITY,EQ,INE919I01024,NSE
Railtel Corporation Of India Limited,Telecommunication,RAILTEL,EQ,INE0DD101019,NSE
Rain Industries Limited,,RAIN,EQ,INE855B01025,NSE
Rainbow Childrens Medicare Limited,Healthcare,RAINBOW,EQ,INE961O01016,NSE
Rajnandini Metal Limited,,RAJMET,EQ,INE00KV01022,NSE
Rajapalayam Mills Limited,,RAJPALAYAM,EQ,INE296E01026,NSE
Rajratan Global Wire Limited,,RAJRATAN,EQ,INE451D01029,NSE
Rajshree Sugars & Chemicals Limited,,RAJSREESUG,EQ,INE562B01019,NSE
Raj Television Network Limited,,RAJTV,EQ,INE952H01027,NSE
Rallis India Limited,,RALLIS,EQ,INE613A01020,NSE
Shree Rama Newsprint Limited,,RAMANEWS,EQ,INE278B01020,NSE
Rama Phosphates Limited,,RAMAPHO,EQ,INE809A01032,NSE
Advit Jewels Limited,,RAMBHAJO,EQ,INE1SJO01012,NSE
The Ramco Cements Limited,Construction Materials,RAMCOCEM,EQ,INE331A01037,NSE
Ramco Industries Limited,,RAMCOIND,EQ,INE614A01028,NSE
Ramco Systems Limited,,RAMCOSYS,EQ,INE246B01019,NSE
Ramky Infrastructure Limited,,RAMKY,EQ,INE874I01013,NSE
Ram Ratna Wires Limited,,RAMRAT,EQ,INE207E01023,NSE
Rana Sugars Limited,,RANASUG,EQ,INE625B01014,NSE
Rane Holdings Limited,,RANEHOLDIN,EQ,INE384A01010,NSE
Rategain Travel Technologies Limited,,RATEGAIN,EQ,INE0CLI01024,NSE
Ratnamani Metals & Tubes Limited,,RATNAMANI,EQ,INE703B01027,NSE
Ratnaveer Precision Engineering Limited,,RATNAVEER,EQ,INE05CZ01011,NSE
Raymond Limited,,RAYMOND,EQ,INE301A01014,NSE
Raymond Lifestyle Limited,,RAYMONDLSL,EQ,INE02ID01020,NSE
Raymond Realty Limited,,RAYMONDREL,EQ,INE1SY401010,NSE
Restaurant Brands Asia Limited,,RBA,EQ,INE07T201019,NSE
RBL Bank Limited,Financial Services,RBLBANK,EQ,INE976G01028,NSE
RBZ Jewellers Limited,,RBZJEWEL,EQ,INE0PEQ01016,NSE
Rashtriya Chemicals and Fertilizers Limited,,RCF,EQ,INE027A01015,NSE
REC Limited,Financial Services,RECLTD,EQ,INE020B01018,NSE
Redington Limited,Services,REDINGTON,EQ,INE891D01026,NSE
Redtape Limited,,REDTAPE,EQ,INE0LXT01019,NSE
Refex Industries Limited,,REFEX,EQ,INE056I01025,NSE
Regency Ceramics Limited,,REGENCERAM,EQ,INE277C01012,NSE
Relaxo Footwears Limited,,RELAXO,EQ,INE131B01039,NSE
Reliance Chemotex Industries Limited,,RELCHEMQ,EQ,INE750D01016,NSE
Reliable Data Services Limited,,RELIABLE,EQ,INE375Y01018,NSE
Reliance Industries Limited,Oil Gas & Consumable Fuels,RELIANCE,EQ,INE002A01018,NSE
Religare Enterprises Limited,,RELIGARE,EQ,INE621H01010,NSE
Ravindra Energy Limited,,RELTD,EQ,INE206N01018,NSE
Remsons Industries Limited,,REMSONSIND,EQ,INE474C01023,NSE
Shree Renuka Sugars Limited,,RENUKA,EQ,INE087H01022,NSE
Repco Home Finance Limited,,REPCOHOME,EQ,INE612J01015,NSE
Repro India Limited,,REPRO,EQ,INE461B01014,NSE
Responsive Industries Limited,,RESPONIND,EQ,INE688D01026,NSE
JHS Svendgaard Retail Ventures Limited,,RETAIL,EQ,INE03DD01011,NSE
Renaissance Global Limited,,RGL,EQ,INE722H01024,NSE
Rhetan TMT Limited,,RHETAN,EQ,INE0KKN01029,NSE
RHI MAGNESITA INDIA LIMITED,Capital Goods,RHIM,EQ,INE743M01012,NSE
Robust Hotels Limited,,RHL,EQ,INE508K01013,NSE
Rico Auto Industries Limited,,RICOAUTO,EQ,INE209B01025,NSE
Reliance Industrial Infrastructure Limited,,RIIL,EQ,INE046A01015,NSE
RIR Power Electronics Limited,,RIR,EQ,INE302D01024,NSE
Rishabh Instruments Limited,,RISHABH,EQ,INE0N2P01017,NSE
Ritco Logistics Limited,,RITCO,EQ,INE01EG01016,NSE
RITES Limited,Construction,RITES,EQ,INE320J01015,NSE
Ravi Kumar Distilleries Limited,,RKDL,EQ,INE722J01012,NSE
RKEC Projects Limited,,RKEC,EQ,INE786W01010,NSE
Ramkrishna Forgings Limited,Automobile and Auto Components,RKFORGE,EQ,INE399G01023,NSE
R K Swamy Limited,,RKSWAMY,EQ,INE0NQ801033,NSE
RMC Switchgears Limited,,RMC,EQ,INE655V01019,NSE
Rane (Madras) Limited,,RML,EQ,INE050H01012,NSE
R&B Denims Limited,,RNBDENIMS,EQ,INE012Q01039,NSE
Royal Orchid Hotels Limited,,ROHLTD,EQ,INE283H01019,NSE
Rolex Rings Limited,,ROLEXRINGS,EQ,INE645S01024,NSE
Raj Oil Mills Limited,,ROML,EQ,INE294G01026,NSE
Rossari Biotech Limited,,ROSSARI,EQ,INE02A801020,NSE
Rossell India Limited,,ROSSELLIND,EQ,INE847C01020,NSE
Rossell Techsys Limited,,ROSSTECH,EQ,INE0OJW01016,NSE
Roto Pumps Limited,,ROTO,EQ,INE535D01037,NSE
ROUTE MOBILE LIMITED,,ROUTE,EQ,INE450U01017,NSE
Raghav Productivity Enhancers Limited,,RPEL,EQ,INE912T01018,NSE
RPG Life Sciences Limited,,RPGLIFE,EQ,INE105J01010,NSE
Reliance Power Limited,Power,RPOWER,EQ,INE614G01033,NSE
R.P.P. Infra Projects Limited,,RPPINFRA,EQ,INE324L01013,NSE
RPSG VENTURES LIMITED,,RPSGVENT,EQ,INE425Y01011,NSE
Rashi Peripherals Limited,,RPTECH,EQ,INE0J1F01024,NSE
RRIL Limited,,RRIL,EQ,INE951M01037,NSE
R R Kabel Limited,Capital Goods,RRKABEL,EQ,INE777K01022,NSE
Rajputana Stainless Limited,,RSL,EQ,INE313L01016,NSE
R. S. Software (India) Limited,,RSSOFTWARE,EQ,INE165B01029,NSE
R Systems International Limited,,RSYSTEMS,EQ,INE411H01032,NSE
RattanIndia Enterprises Limited,,RTNINDIA,EQ,INE834M01019,NSE
RattanIndia Power Limited,,RTNPOWER,EQ,INE399K01017,NSE
Rubfila International Limited,,RUBFILA,EQ,INE642C01025,NSE
Rubicon Research Limited,,RUBICON,EQ,INE506V01022,NSE
Ruchi Infrastructure Limited,,RUCHINFRA,EQ,INE413B01023,NSE
Ruchira Papers Limited,,RUCHIRA,EQ,INE803H01014,NSE
Rudra Global Infra Products Limited,,RUDRA,EQ,INE027T01023,NSE
Rupa & Company Limited,,RUPA,EQ,INE895B01021,NSE
Rushil Decor Limited,,RUSHIL,EQ,INE573K01025,NSE
Keystone Realtors Limited,,RUSTOMJEE,EQ,INE263M01029,NSE
Ravinder Heights Limited,,RVHL,EQ,INE09E501017,NSE
Rail Vikas Nigam Limited,Construction,RVNL,EQ,INE415G01027,NSE
Revathi Equipment India Limited,,RVTH,EQ,INE0DAB01012,NSE
S&S Power Switchgears Limited,,S&SPOWER,EQ,INE902B01017,NSE
Saatvik Green Energy Limited,,SAATVIKGL,EQ,INE13B501022,NSE
Sadbhav Engineering Limited,,SADBHAV,EQ,INE226H01026,NSE
Safari Industries (India) Limited,,SAFARI,EQ,INE429E01023,NSE
Sagardeep Alloys Limited,,SAGARDEEP,EQ,INE976T01013,NSE
Sagar Cements Limited,,SAGCEM,EQ,INE229C01021,NSE
SAGILITY LIMITED,Information Technology,SAGILITY,EQ,INE0W2G01015,NSE
Shalibhadra Finance Limited,,SAHLIBHFI,EQ,INE861D01011,NSE
Sahyadri Industries Limited,,SAHYADRI,EQ,INE280H01015,NSE
Steel Authority of India Limited,Metals & Mining,SAIL,EQ,INE114A01011,NSE
Sai Life Sciences Limited,Healthcare,SAILIFE,EQ,INE570L01029,NSE
Sai Parenterals Limited,,SAIPARENT,EQ,INE0H9F01037,NSE
Sakar Healthcare Limited,,SAKAR,EQ,INE732S01012,NSE
Sakthi Sugars Limited,,SAKHTISUG,EQ,INE623A01011,NSE
Saksoft Limited,,SAKSOFT,EQ,INE667G01023,NSE
Sakuma Exports Limited,,SAKUMA,EQ,INE190H01024,NSE
Salasar Techno Engineering Limited,,SALASAR,EQ,INE170V01027,NSE
Salona Cotspin Limited,,SALONA,EQ,INE498E01010,NSE
S.A.L. Steel Limited,,SALSTEEL,EQ,INE658G01014,NSE
Salzer Electronics Limited,,SALZERELEC,EQ,INE457F01013,NSE
Sambhaav Media Limited,,SAMBHAAV,EQ,INE699B01027,NSE
Sambhv Steel Tubes Limited,,SAMBHV,EQ,INE12NJ01018,NSE
Samhi Hotels Limited,,SAMHI,EQ,INE08U801020,NSE
Sammaan Capital Limited,Financial Services,SAMMAANCAP,EQ,INE148I01020,NSE
Sampann Utpadan India Limited,,SAMPANN,EQ,INE735M01018,NSE
Sanathan Textiles Limited,,SANATHAN,EQ,INE0JPD01013,NSE
The Sandesh Limited,,SANDESH,EQ,INE583B01015,NSE
Sandhar Technologies Limited,,SANDHAR,EQ,INE278H01035,NSE
Sandur Manganese & Iron Ores Limited,,SANDUMA,EQ,INE149K01016,NSE
Sangam (India) Limited,,SANGAMIND,EQ,INE495C01010,NSE
Sanghvi Movers Limited,,SANGHVIMOV,EQ,INE989A01032,NSE
Sanofi India Limited,,SANOFI,EQ,INE058A01010,NSE
Sanofi Consumer Healthcare India Limited,,SANOFICONR,EQ,INE0UOS01011,NSE
Sansera Engineering Limited,,SANSERA,EQ,INE953O01021,NSE
Sanstar Limited,,SANSTAR,EQ,INE08NE01025,NSE
Sapphire Foods India Limited,Consumer Services,SAPPHIRE,EQ,INE806T01020,NSE
Shree Ajit Pulp & Paper Limited,,SAPPL,EQ,INE185C01017,NSE
Sarda Energy & Minerals Limited,Metals & Mining,SARDAEN,EQ,INE385C01021,NSE
Saregama India Limited,Media Entertainment & Publication,SAREGAMA,EQ,INE979A01025,NSE
Sarla Performance Fibers Limited,,SARLAPOLY,EQ,INE453D01025,NSE
Sarveshwar Foods Limited,,SARVESHWAR,EQ,INE324X01026,NSE
Sasken Technologies Limited,,SASKEN,EQ,INE231F01020,NSE
Satia Industries Limited,,SATIA,EQ,INE170E01023,NSE
Satin Creditcare Network Limited,,SATIN,EQ,INE836B01017,NSE
Saurashtra Cement Limited,,SAURASHCEM,EQ,INE626A01014,NSE
Sayaji Hotels Limited,,SAYAJIHOTL,EQ,INE318C01014,NSE
SBC Exports Limited,,SBC,EQ,INE04AK01028,NSE
Shivalik Bimetal Controls Limited,,SBCL,EQ,INE386D01027,NSE
SBFC Finance Limited,Financial Services,SBFC,EQ,INE423Y01016,NSE
Suratwwala Business Group Limited,,SBGLP,EQ,INE05ST01028,NSE
SBI Cards and Payment Services Limited,Financial Services,SBICARD,EQ,INE018E01016,NSE
SBI Funds Management Limited,,SBIFUNDS,EQ,INE640G01020,NSE
SBI Life Insurance Company Limited,Financial Services,SBILIFE,EQ,INE123W01016,NSE
State Bank of India,Financial Services,SBIN,EQ,INE062A01020,NSE
Schaeffler India Limited,Automobile and Auto Components,SCHAEFFLER,EQ,INE513A01022,NSE
S Chand And Company Limited,,SCHAND,EQ,INE807K01035,NSE
Schneider Electric Infrastructure Limited,Capital Goods,SCHNEIDER,EQ,INE839M01018,NSE
Shipping Corporation Of India Limited,Services,SCI,EQ,INE109A01011,NSE
Shipping Corporation of India Land and Assets Limited,,SCILAL,EQ,INE0PB301013,NSE
Scoda Tubes Limited,,SCODATUBES,EQ,INE090501011,NSE
Sheetal Cool Products Limited,,SCPL,EQ,INE501Y01019,NSE
Som Distilleries & Breweries Limited,,SDBL,EQ,INE480C01038,NSE
Seamec Limited,,SEAMECLTD,EQ,INE497B01018,NSE
SecMark Consultancy Limited,,SECMARK,EQ,INE0BTM01013,NSE
SECUREKLOUD TECHNOLOGIES LIMITED,,SECURKLOUD,EQ,INE650K01021,NSE
SEDEMAC Mechatronics Limited,,SEDEMAC,EQ,INE00XB01019,NSE
Shanti Educational Initiatives Limited,,SEIL,EQ,INE440T01028,NSE
Sejal Glass Limited,,SEJALLTD,EQ,INE955I01044,NSE
SEL Manufacturing Company Limited,,SELMC,EQ,INE105I01020,NSE
Senco Gold Limited,,SENCO,EQ,INE602W01027,NSE
Senores Pharmaceuticals Limited,,SENORES,EQ,INE0RB801010,NSE
SEPC Limited,,SEPC,EQ,INE964H01014,NSE
Servotech Renewable Power System Limited,,SERVOTECH,EQ,INE782X01033,NSE
Seshasayee Paper and Boards Limited,,SESHAPAPER,EQ,INE630A01024,NSE
Standard Engineering Technology Limited,,SETL,EQ,INE0M4D01010,NSE
Sheela Foam Limited,,SFL,EQ,INE916U01025,NSE
SG Finserve Limited,,SGFIN,EQ,INE618R01015,NSE
Synergy Green Industries Limited,,SGIL,EQ,INE00QT01015,NSE
STL Global Limited,,SGL,EQ,INE353H01010,NSE
SG Mart Limited,,SGMART,EQ,INE385F01024,NSE
Shadowfax Technologies Limited,,SHADOWFAX,EQ,INE12UN01015,NSE
Shah Metacorp Limited,,SHAH,EQ,INE482J01021,NSE
Shah Alloys Limited,,SHAHALLOYS,EQ,INE640C01011,NSE
Shaily Engineering Plastics Limited,,SHAILY,EQ,INE151G01028,NSE
Shakti Pumps (India) Limited,,SHAKTIPUMP,EQ,INE908D01010,NSE
Shalby Limited,,SHALBY,EQ,INE597J01018,NSE
Shankara Building Products Limited,,SHANKARA,EQ,INE274V01019,NSE
Shanti Overseas (India) Limited,,SHANTI,EQ,INE933X01016,NSE
Shanthi Gears Limited,,SHANTIGEAR,EQ,INE631A01022,NSE
Shanti Gold International Limited,,SHANTIGOLD,EQ,INE06ZD01017,NSE
Sharda Cropchem Limited,,SHARDACROP,EQ,INE221J01015,NSE
Sharda Motor Industries Limited,,SHARDAMOTR,EQ,INE597I01028,NSE
Share India Securities Limited,,SHAREINDIA,EQ,INE932X01026,NSE
Shri Bajrang Alliance Limited,,SHBAJRG,EQ,INE402H01015,NSE
Shekhawati Industries Limited,,SHEKHAWATI,EQ,INE268L01046,NSE
Shilchar Technologies Limited,,SHILCTECH,EQ,INE024F01011,NSE
Shilpa Medicare Limited,,SHILPAMED,EQ,INE790G01031,NSE
Sharat Industries Limited,,SHINDL,EQ,INE220Z01013,NSE
Shiva Mills Limited,,SHIVAMILLS,EQ,INE644Y01017,NSE
Shiva Texyarn Limited,,SHIVATEX,EQ,INE705C01020,NSE
Shiv Aum Steels Limited,,SHIVAUM,EQ,INE719F01016,NSE
S H Kelkar and Company Limited,,SHK,EQ,INE500L01026,NSE
Shoppers Stop Limited,,SHOPERSTOP,EQ,INE498B01024,NSE
Shradha Realty Limited,,SHRADHA,EQ,INE715Y01031,NSE
Shree Digvijay Cement Co.Ltd,,SHREDIGCEM,EQ,INE232A01011,NSE
SHREE CEMENT LIMITED,Construction Materials,SHREECEM,EQ,INE070A01015,NSE
Shreeji Shipping Global Limited,,SHREEJISPG,EQ,INE1B6101010,NSE
Shree Pushkar Chemicals & Fertilisers Limited,,SHREEPUSHK,EQ,INE712K01011,NSE
Shree Rama Multi-Tech Limited,,SHREERAMA,EQ,INE879A01019,NSE
Shreyans Industries Limited,,SHREYANIND,EQ,INE231C01019,NSE
Shri Krishna Devcon Limited,,SHRIKRISH,EQ,INE997I01012,NSE
Shringar House of Mangalsutra Limited,,SHRINGARMS,EQ,INE1B3L01017,NSE
SPR Auto Technologies Limited,,SHRIPISTON,EQ,INE526E01018,NSE
Shriram Finance Limited,Financial Services,SHRIRAMFIN,EQ,INE721A01047,NSE
Shriram Properties Limited,,SHRIRAMPPS,EQ,INE217L01019,NSE
Shukra Pharmaceuticals Limited,,SHUKRAPHAR,EQ,INE551C01044,NSE
Shyam Metalics and Energy Limited,Capital Goods,SHYAMMETL,EQ,INE810G01011,NSE
Sicagen India Limited,,SICAGEN,EQ,INE176J01011,NSE
Siemens Limited,Capital Goods,SIEMENS,EQ,INE003A01024,NSE
Signet Industries Limited,,SIGIND,EQ,INE529F01035,NSE
Sigma Solve Limited,,SIGMA,EQ,INE0A0S01028,NSE
Signatureglobal (India) Limited,Realty,SIGNATURE,EQ,INE903U01023,NSE
Signpost India Limited,,SIGNPOST,EQ,INE0KGZ01021,NSE
Sika Interplant Systems Limited,,SIKA,EQ,INE438E01032,NSE
Standard Industries Limited,,SIL,EQ,INE173A01025,NSE
Silgo Retail Limited,,SILGO,EQ,INE01II01013,NSE
SIL Investments Limited,,SILINV,EQ,INE923A01015,NSE
Silly Monks Entertainment Limited,,SILLYMONKS,EQ,INE203Y01012,NSE
Silver Touch Technologies Limited,,SILVERTUC,EQ,INE625X01026,NSE
Simplex Infrastructures Limited,,SIMPLEXINF,EQ,INE059B01024,NSE
Sinclairs Hotels Limited,,SINCLAIR,EQ,INE985A01022,NSE
Sindhu Trade Links Limited,,SINDHUTRAD,EQ,INE325D01025,NSE
Singer India Limited,,SINGERIND,EQ,INE638A01035,NSE
Sintercom India Limited,,SINTERCOM,EQ,INE129Z01016,NSE
Sirca Paints India Limited,,SIRCA,EQ,INE792Z01011,NSE
SIS LIMITED,,SIS,EQ,INE285J01028,NSE
Siyaram Silk Mills Limited,,SIYSIL,EQ,INE076B01028,NSE
S.J.S. Enterprises Limited,,SJS,EQ,INE284S01014,NSE
SJVN Limited,Power,SJVN,EQ,INE002L01015,NSE
SKF India Limited,,SKFINDIA,EQ,INE640A01023,NSE
SKF India (Industrial) Limited,,SKFINDUS,EQ,INE2J8701016,NSE
Skipper Limited,,SKIPPER,EQ,INE439E01022,NSE
SKM Egg Products Export (India) Limited,,SKMEGGPROD,EQ,INE411D01023,NSE
SKY GOLD AND DIAMONDS LIMITED,,SKYGOLD,EQ,INE01IU01018,NSE
Smartworks Coworking Spaces Limited,,SMARTWORKS,EQ,INE0NAZ01010,NSE
SMC Global Securities Limited,,SMCGLOBAL,EQ,INE103C01036,NSE
SML Mahindra Limited,,SMLMAH,EQ,INE294B01019,NSE
Sarthak Metals Limited,,SMLT,EQ,INE017W01010,NSE
SMS Pharmaceuticals Limited,,SMSPHARMA,EQ,INE812G01025,NSE
Snowman Logistics Limited,,SNOWMAN,EQ,INE734N01019,NSE
Sobha Limited,Realty,SOBHA,EQ,INE671H01015,NSE
Softtech Engineers Limited,,SOFTTECH,EQ,INE728Z01015,NSE
Solara Active Pharma Sciences Limited,,SOLARA,EQ,INE624Z01016,NSE
Solar Industries India Limited,Chemicals,SOLARINDS,EQ,INE343H01029,NSE
Solarworld Energy Solutions Limited,,SOLARWORLD,EQ,INE0TY101024,NSE
Solex Energy Limited,,SOLEX,EQ,INE880Y01017,NSE
Somany Ceramics Limited,,SOMANYCERA,EQ,INE355A01028,NSE
Soma Textiles & Industries Limited,,SOMATEX,EQ,INE314C01013,NSE
Somi Conveyor Beltings Limited,,SOMICONVEY,EQ,INE323J01019,NSE
Sona BLW Precision Forgings Limited,Automobile and Auto Components,SONACOMS,EQ,INE073K01018,NSE
Sonal Mercantile Limited,,SONAL,EQ,INE321M01017,NSE
SONAM LIMITED,,SONAMLTD,EQ,INE00LM01029,NSE
Sonata Software Limited,Information Technology,SONATSOFTW,EQ,INE269A01021,NSE
Savita Oil Technologies Limited,,SOTL,EQ,INE035D01020,NSE
The South Indian Bank Limited,,SOUTHBANK,EQ,INE683A01023,NSE
South West Pinnacle Exploration Limited,,SOUTHWEST,EQ,INE980Y01015,NSE
S. P. Apparels Limited,,SPAL,EQ,INE212I01016,NSE
Spandana Sphoorty Financial Limited,,SPANDANA,EQ,INE572J01011,NSE
Sun Pharma Advanced Research Company Limited,,SPARC,EQ,INE232I01014,NSE
Spacenet Enterprises India Limited,,SPCENET,EQ,INE970N01027,NSE
Spencer's Retail Limited,,SPENCERS,EQ,INE020801028,NSE
Southern Petrochemicals Industries Corporation  Limited,,SPIC,EQ,INE147A01011,NSE
SPL Industries Limited,,SPLIL,EQ,INE978G01016,NSE
Supreme Petrochem Limited,Chemicals,SPLPETRO,EQ,INE663A01033,NSE
SPML Infra Limited,,SPMLINFRA,EQ,INE937A01023,NSE
Sportking India Limited,,SPORTKING,EQ,INE885H01029,NSE
Shankar Lal Rampal Dye-Chem Limited,,SRD,EQ,INE01NE01012,NSE
Sreeleathers Limited,,SREEL,EQ,INE099F01013,NSE
SRF Limited,Chemicals,SRF,EQ,INE647A01010,NSE
SRG Housing Finance Limited,,SRGHFL,EQ,INE559N01010,NSE
Sree Rayalaseema Hi-Strength Hypo Limited,,SRHHYPOLTD,EQ,INE917H01012,NSE
SRM Contractors Limited,,SRM,EQ,INE0R6Z01013,NSE
Shree Ram Twistex Limited,,SRTL,EQ,INE19GK01015,NSE
Saraswati Saree Depot Limited,,SSDL,EQ,INE0PQ101010,NSE
Steel Strips Wheels Limited,,SSWL,EQ,INE802C01033,NSE
Stanley Lifestyles Limited,,STANLEY,EQ,INE01A001028,NSE
Strides Pharma Science Limited,,STAR,EQ,INE939A01011,NSE
Star Cement Limited,,STARCEMENT,EQ,INE460H01021,NSE
Star Health and Allied Insurance Company Limited,Financial Services,STARHEALTH,EQ,INE575P01011,NSE
Star Paper Mills Limited,,STARPAPER,EQ,INE733A01018,NSE
Starteck Finance Limited,,STARTECK,EQ,INE992I01013,NSE
The State Trading Corporation of India Limited,,STCINDIA,EQ,INE655A01013,NSE
Steelcast Limited,,STEELCAS,EQ,INE124E01038,NSE
Steel City Securities Limited,,STEELCITY,EQ,INE395H01011,NSE
STEEL EXCHANGE INDIA LIMITED,,STEELXIND,EQ,INE503B01021,NSE
Stel Holdings Limited,,STEL,EQ,INE577L01016,NSE
STL Networks Limited,,STLNETWORK,EQ,INE1VXE01018,NSE
Stove Kraft Limited,,STOVEKRAFT,EQ,INE00IN01015,NSE
Studds Accessories Limited,,STUDDS,EQ,INE00Q601028,NSE
Seshaasai Technologies Limited,,STYL,EQ,INE04VU01023,NSE
Stylam Industries Limited,,STYLAMIND,EQ,INE239C01020,NSE
Baazar Style Retail Limited,,STYLEBAAZA,EQ,INE01FR01028,NSE
Styrenix Performance Materials Limited,,STYRENIX,EQ,INE189B01011,NSE
Subros Limited,,SUBROS,EQ,INE287B01021,NSE
Sudarshan Colorants India Limited,,SUDARCOLOR,EQ,INE492A01029,NSE
Sudarshan Chemical Industries Limited,,SUDARSCHEM,EQ,INE659A01023,NSE
Sudeep Pharma Limited,,SUDEEPPHRM,EQ,INE0QPI01025,NSE
Sukhjit Starch & Chemicals Limited,,SUKHJITS,EQ,INE450E01029,NSE
Sula Vineyards Limited,,SULA,EQ,INE142Q01026,NSE
Sumeet Industries Limited,,SUMEETINDS,EQ,INE235C01036,NSE
Sumitomo Chemical India Limited,Chemicals,SUMICHEM,EQ,INE258G01013,NSE
Sumit Woods Limited,,SUMIT,EQ,INE748Z01013,NSE
Summit Securities Limited,,SUMMITSEC,EQ,INE519C01017,NSE
Sundaram Clayton Limited,,SUNCLAY,EQ,INE0Q3R01026,NSE
Sundaram Multi Pap Limited,,SUNDARAM,EQ,INE108E01023,NSE
Sundaram Finance Limited,Financial Services,SUNDARMFIN,EQ,INE660A01013,NSE
Sundram Fasteners Limited,,SUNDRMFAST,EQ,INE387A01021,NSE
Sundrop Brands Limited,,SUNDROP,EQ,INE209A01019,NSE
Sunflag Iron And Steel Company Limited,,SUNFLAG,EQ,INE947A01014,NSE
Sun Pharmaceutical Industries Limited,Healthcare,SUNPHARMA,EQ,INE044A01036,NSE
Sunteck Realty Limited,,SUNTECK,EQ,INE805D01034,NSE
Sun TV Network Limited,Media Entertainment & Publication,SUNTV,EQ,INE424H01027,NSE
Superhouse Limited,,SUPERHOUSE,EQ,INE712B01010,NSE
Suprajit Engineering Limited,,SUPRAJIT,EQ,INE399C01030,NSE
Supreme Holdings & Hospitality (India) Limited,,SUPREME,EQ,INE822E01011,NSE
Supreme Industries Limited,Capital Goods,SUPREMEIND,EQ,INE195A01028,NSE
Supreme Infrastructure India Limited,,SUPREMEINF,EQ,INE550H01011,NSE
Supriya Lifescience Limited,,SUPRIYA,EQ,INE07RO01027,NSE
Suraj Estate Developers Limited,,SURAJEST,EQ,INE843S01025,NSE
Suraj Limited,,SURAJLTD,EQ,INE713C01016,NSE
Suraksha Diagnostic Limited,,SURAKSHA,EQ,INE877V01027,NSE
Surana Solar Limited,,SURANASOL,EQ,INE272L01022,NSE
Surana Telecom and Power Limited,,SURANAT&P,EQ,INE130B01031,NSE
Suryalata Spinning Mills Limited,,SURYALA,EQ,INE132C01027,NSE
